round,date,day_of_week,team_1,team_2,goal_1,goal_2
39,25/10/2003,Sábado,Ponte Preta,Vitória,1,1
39,25/10/2003,Sábado,Cruzeiro,Figueirense,1,0
39,26/10/2003,Domingo,São Caetano,São Paulo,0,1
39,26/10/2003,Domingo,Paraná,Vasco,3,3
39,26/10/2003,Domingo,Goiás,Guarani,3,0
39,26/10/2003,Domingo,Criciúma,Fortaleza,2,2
39,26/10/2003,Domingo,Corinthians,Atlético PR,2,3
39,26/10/2003,Domingo,Paysandu,Atlético MG,1,0
39,26/10/2003,Domingo,Flamengo,Grêmio,2,1
39,26/10/2003,Domingo,Internacional,Juventude,0,0
40,01/11/2003,Sábado,Guarani,Bahia,3,2
40,01/11/2003,Sábado,Atlético PR,São Caetano,1,0
40,01/11/2003,Sábado,Grêmio,Paraná,0,2
40,01/11/2003,Sábado,Fluminense,Ponte Preta,2,2
40,01/11/2003,Sábado,Atlético MG,Criciúma,1,1
40,02/11/2003,Domingo,Santos,Corinthians,3,1
40,02/11/2003,Domingo,Juventude,Flamengo,2,2
40,02/11/2003,Domingo,Fortaleza,Cruzeiro,1,2
40,02/11/2003,Domingo,Figueirense,Paysandu,6,0
40,02/11/2003,Domingo,Vitória,Goiás,3,4
40,02/11/2003,Domingo,Vasco,Internacional,0,1
40,02/11/2003,Domingo,São Paulo,Coritiba,1,0
41,05/11/2003,Quarta-feira,Paraná,Figueirense,1,1
41,05/11/2003,Quarta-feira,Internacional,Fortaleza,1,1
41,05/11/2003,Quarta-feira,Juventude,Criciúma,3,1
41,05/11/2003,Quarta-feira,Paysandu,Vasco,1,2
41,05/11/2003,Quarta-feira,São Paulo,Fluminense,1,0
41,05/11/2003,Quarta-feira,Coritiba,Corinthians,1,0
41,05/11/2003,Quarta-feira,Santos,Vitória,3,1
41,05/11/2003,Quarta-feira,Cruzeiro,Grêmio,3,0
41,06/11/2003,Quinta-feira,Bahia,Ponte Preta,1,0
41,06/11/2003,Quinta-feira,Goiás,Atlético PR,4,1
41,06/11/2003,Quinta-feira,Flamengo,Atlético MG,3,2
41,06/11/2003,Quinta-feira,Guarani,São Caetano,0,1
42,08/11/2003,Sábado,Fluminense,Coritiba,3,2
42,08/11/2003,Sábado,Grêmio,Paysandu,2,0
42,08/11/2003,Sábado,Criciúma,Paraná,1,2
42,09/11/2003,Domingo,Ponte Preta,Santos,3,4
42,09/11/2003,Domingo,Vasco,Cruzeiro,0,1
42,09/11/2003,Domingo,Fortaleza,Flamengo,4,1
42,09/11/2003,Domingo,Atlético PR,São Paulo,4,3
42,09/11/2003,Domingo,São Caetano,Bahia,4,1
42,09/11/2003,Domingo,Figueirense,Juventude,2,1
42,09/11/2003,Domingo,Vitória,Guarani,0,0
42,09/11/2003,Domingo,Corinthians,Goiás,2,0
42,09/11/2003,Domingo,Atlético MG,Internacional,1,2
43,22/11/2003,Sábado,Figueirense,Internacional,3,2
43,22/11/2003,Sábado,Atlético MG,Fortaleza,2,0
43,22/11/2003,Sábado,Coritiba,Ponte Preta,1,1
43,22/11/2003,Sábado,Grêmio,Vasco,4,3
43,22/11/2003,Sábado,Flamengo,Criciúma,1,0
43,23/11/2003,Domingo,Santos,Fluminense,3,1
43,23/11/2003,Domingo,Paraná,Cruzeiro,1,3
43,23/11/2003,Domingo,São Caetano,Goiás,1,0
43,23/11/2003,Domingo,Bahia,Atlético PR,0,2
43,23/11/2003,Domingo,São Paulo,Vitória,3,1
43,23/11/2003,Domingo,Guarani,Corinthians,0,1
43,23/11/2003,Domingo,Paysandu,Juventude,3,2
44,29/11/2003,Sábado,Vasco,Figueirense,1,0
44,29/11/2003,Sábado,Juventude,Atlético MG,1,0
44,29/11/2003,Sábado,Atlético PR,Guarani,3,1
44,29/11/2003,Sábado,Fluminense,São Caetano,2,1
44,29/11/2003,Sábado,Internacional,Flamengo,3,1
44,30/11/2003,Domingo,Goiás,Santos,3,0
44,30/11/2003,Domingo,Fortaleza,Paraná,5,3
44,30/11/2003,Domingo,Criciúma,Grêmio,0,2
44,30/11/2003,Domingo,Vitória,Coritiba,1,0
44,30/11/2003,Domingo,Ponte Preta,São Paulo,1,2
44,30/11/2003,Domingo,Corinthians,Bahia,1,2
44,30/11/2003,Domingo,Cruzeiro,Paysandu,2,1
45,06/12/2003,Sábado,Vitória,Atlético MG,0,1
45,06/12/2003,Sábado,Goiás,Figueirense,0,3
45,06/12/2003,Sábado,Atlético PR,Vasco,2,2
45,06/12/2003,Sábado,Corinthians,Paraná,1,1
45,07/12/2003,Domingo,Cruzeiro,Fluminense,5,2
45,07/12/2003,Domingo,Guarani,Paysandu,2,1
45,07/12/2003,Domingo,Santos,Grêmio,2,2
45,07/12/2003,Domingo,Flamengo,Ponte Preta,1,1
45,07/12/2003,Domingo,Criciúma,Bahia,3,2
45,07/12/2003,Domingo,Fortaleza,Coritiba,2,2
45,07/12/2003,Domingo,Internacional,São Paulo,1,1
45,07/12/2003,Domingo,Juventude,São Caetano,2,1
46,13/12/2003,Sábado,Paraná,Vitória,2,0
46,13/12/2003,Sábado,Coritiba,Criciúma,2,0
46,13/12/2003,Sábado,Atlético MG,Goiás,3,2
46,13/12/2003,Sábado,Figueirense,Guarani,2,0
46,13/12/2003,Sábado,São Caetano,Internacional,5,0
46,14/12/2003,Domingo,Grêmio,Corinthians,3,0
46,14/12/2003,Domingo,Ponte Preta,Fortaleza,2,0
46,14/12/2003,Domingo,Bahia,Cruzeiro,0,7
46,14/12/2003,Domingo,Fluminense,Juventude,1,0
46,14/12/2003,Domingo,Paysandu,Atlético PR,2,2
46,14/12/2003,Domingo,Vasco,Santos,1,1
46,14/12/2003,Domingo,São Paulo,Flamengo,1,3
1,21/04/2004,Quarta-feira,Botafogo,Goiás,1,4
1,21/04/2004,Quarta-feira,Figueirense,Internacional,1,0
1,21/04/2004,Quarta-feira,São Caetano,Vitória,1,0
1,21/04/2004,Quarta-feira,Cruzeiro,Juventude,2,1
1,21/04/2004,Quarta-feira,Palmeiras,Atlético MG,0,0
1,21/04/2004,Quarta-feira,Grêmio,Flamengo,0,0
1,21/04/2004,Quarta-feira,Ponte Preta,Corinthians,3,2
1,21/04/2004,Quarta-feira,Paraná,Santos,3,2
1,22/04/2004,Quinta-feira,Coritiba,Guarani,1,0
1,22/04/2004,Quinta-feira,Vasco,Criciúma,0,1
1,22/04/2004,Quinta-feira,Paysandu,Fluminense,3,3
1,22/04/2004,Quinta-feira,São Paulo,Atlético PR,1,0
2,24/04/2004,Sábado,Flamengo,Ponte Preta,0,0
2,24/04/2004,Sábado,Goiás,Cruzeiro,2,2
2,24/04/2004,Sábado,Juventude,Grêmio,1,1
2,25/04/2004,Domingo,Internacional,Palmeiras,1,0
2,25/04/2004,Domingo,Atlético MG,Vasco,1,1
2,25/04/2004,Domingo,Fluminense,Coritiba,1,1
2,25/04/2004,Domingo,Corinthians,Paysandu,2,1
2,25/04/2004,Domingo,Guarani,São Caetano,1,1
2,25/04/2004,Domingo,Atlético PR,Figueirense,0,3
2,25/04/2004,Domingo,Vitória,Paraná,6,1
2,25/04/2004,Domingo,Criciúma,São Paulo,1,1
2,25/04/2004,Domingo,Santos,Botafogo,2,0
3,28/04/2004,Quarta-feira,Botafogo,Atlético MG,2,2
3,28/04/2004,Quarta-feira,Coritiba,Internacional,1,1
3,28/04/2004,Quarta-feira,Paysandu,Atlético PR,0,3
3,28/04/2004,Quarta-feira,Cruzeiro,Criciúma,2,2
3,28/04/2004,Quarta-feira,Ponte Preta,Goiás,2,0
3,28/04/2004,Quarta-feira,Grêmio,Corinthians,4,0
3,28/04/2004,Quarta-feira,Figueirense,Santos,2,1
3,28/04/2004,Quarta-feira,São Paulo,Fluminense,1,0
3,29/04/2004,Quinta-feira,Paraná,Flamengo,2,1
3,29/04/2004,Quinta-feira,Vasco,Guarani,0,1
3,29/04/2004,Quinta-feira,Palmeiras,Vitória,2,2
3,24/06/2004,Quinta-feira,São Caetano,Juventude,1,0
4,01/05/2004,Sábado,Internacional,Paysandu,1,0
4,01/05/2004,Sábado,Criciúma,Botafogo,1,0
4,01/05/2004,Sábado,Atlético MG,Ponte Preta,1,2
4,01/05/2004,Sábado,Goiás,Grêmio,4,0
4,02/05/2004,Domingo,Flamengo,São Caetano,1,1
4,02/05/2004,Domingo,Santos,Cruzeiro,1,3
4,02/05/2004,Domingo,Fluminense,Vasco,1,0
4,02/05/2004,Domingo,Corinthians,Palmeiras,0,4
4,02/05/2004,Domingo,Juventude,Paraná,4,0
4,02/05/2004,Domingo,Vitória,Figueirense,3,1
4,02/05/2004,Domingo,Guarani,São Paulo,2,3
4,02/05/2004,Domingo,Atlético PR,Coritiba,1,1
5,08/05/2004,Sábado,Santos,Juventude,2,1
5,08/05/2004,Sábado,Paraná,Cruzeiro,2,0
5,08/05/2004,Sábado,Guarani,Atlético PR,0,0
5,08/05/2004,Sábado,São Caetano,Criciúma,5,0
5,08/05/2004,Sábado,Vasco,Grêmio,1,1
5,08/05/2004,Sábado,Palmeiras,Ponte Preta,3,0
5,09/05/2004,Domingo,Internacional,Fluminense,0,0
5,09/05/2004,Domingo,Atlético MG,Corinthians,2,2
5,09/05/2004,Domingo,Botafogo,Paysandu,2,2
5,09/05/2004,Domingo,Goiás,Figueirense,1,0
5,09/05/2004,Domingo,Vitória,Flamengo,5,1
5,09/05/2004,Domingo,Coritiba,São Paulo,1,2
6,15/05/2004,Sábado,Paysandu,Vasco,1,2
6,15/05/2004,Sábado,Atlético PR,Santos,1,0
6,16/05/2004,Domingo,Cruzeiro,Palmeiras,2,1
6,16/05/2004,Domingo,Flamengo,Internacional,1,2
6,16/05/2004,Domingo,Figueirense,São Caetano,1,0
6,16/05/2004,Domingo,Criciúma,Goiás,7,2
6,16/05/2004,Domingo,Juventude,Atlético MG,1,1
6,16/05/2004,Domingo,Ponte Preta,Coritiba,0,0
6,16/05/2004,Domingo,Grêmio,Botafogo,2,2
6,16/05/2004,Domingo,São Paulo,Paraná,2,2
6,16/05/2004,Domingo,Fluminense,Vitória,1,0
6,16/05/2004,Domingo,Corinthians,Guarani,1,0
7,22/05/2004,Sábado,Botafogo,Figueirense,1,1
7,22/05/2004,Sábado,Paysandu,Grêmio,1,3
7,22/05/2004,Sábado,Internacional,Goiás,1,0
7,22/05/2004,Sábado,Coritiba,Atlético MG,0,1
7,23/05/2004,Domingo,Santos,Palmeiras,0,4
7,23/05/2004,Domingo,Flamengo,Fluminense,1,2
7,23/05/2004,Domingo,São Caetano,Vasco,3,2
7,23/05/2004,Domingo,Paraná,Ponte Preta,0,1
7,23/05/2004,Domingo,Criciúma,Vitória,2,0
7,23/05/2004,Domingo,Juventude,Guarani,2,0
7,23/05/2004,Domingo,Corinthians,Atlético PR,0,5
7,23/05/2004,Domingo,Cruzeiro,São Paulo,2,1
8,29/05/2004,Sábado,Fluminense,Criciúma,1,1
8,29/05/2004,Sábado,Ponte Preta,Juventude,0,1
8,29/05/2004,Sábado,Figueirense,Paysandu,1,1
8,29/05/2004,Sábado,Palmeiras,Coritiba,2,0
8,29/05/2004,Sábado,Vitória,Internacional,2,1
8,30/05/2004,Domingo,Atlético MG,Santos,3,3
8,30/05/2004,Domingo,Vasco,Botafogo,4,0
8,30/05/2004,Domingo,São Paulo,Corinthians,1,1
8,30/05/2004,Domingo,Guarani,Paraná,1,0
8,30/05/2004,Domingo,Goiás,Flamengo,2,2
8,30/05/2004,Domingo,Atlético PR,Cruzeiro,3,1
8,30/05/2004,Domingo,Grêmio,São Caetano,1,2
9,12/06/2004,Sábado,Fluminense,Guarani,1,1
9,12/06/2004,Sábado,Paraná,Botafogo,1,1
9,12/06/2004,Sábado,Internacional,Atlético MG,4,1
9,12/06/2004,Sábado,São Paulo,Grêmio,3,2
9,13/06/2004,Domingo,Goiás,Corinthians,1,1
9,13/06/2004,Domingo,Palmeiras,Vasco,2,2
9,13/06/2004,Domingo,Cruzeiro,Paysandu,1,0
9,13/06/2004,Domingo,Coritiba,São Caetano,1,0
9,13/06/2004,Domingo,Criciúma,Juventude,2,0
9,13/06/2004,Domingo,Ponte Preta,Figueirense,0,2
9,13/06/2004,Domingo,Flamengo,Atlético PR,3,0
9,13/06/2004,Domingo,Vitória,Santos,1,2
10,19/06/2004,Sábado,Grêmio,Coritiba,1,1
10,19/06/2004,Sábado,Atlético PR,Vitória,1,3
10,19/06/2004,Sábado,Vasco,Paraná,0,0
10,19/06/2004,Sábado,Figueirense,Cruzeiro,0,0
10,20/06/2004,Domingo,São Caetano,Palmeiras,1,1
10,20/06/2004,Domingo,Corinthians,Flamengo,1,1
10,20/06/2004,Domingo,Botafogo,Ponte Preta,0,1
10,20/06/2004,Domingo,Paysandu,São Paulo,1,0
10,20/06/2004,Domingo,Guarani,Criciúma,2,1
10,20/06/2004,Domingo,Juventude,Goiás,1,1
10,20/06/2004,Domingo,Santos,Internacional,3,0
10,20/06/2004,Domingo,Atlético MG,Fluminense,2,1
11,26/06/2004,Sábado,Criciúma,Grêmio,1,2
11,26/06/2004,Sábado,Coritiba,Paraná,1,1
11,26/06/2004,Sábado,Flamengo,Figueirense,0,3
11,26/06/2004,Sábado,Santos,Guarani,2,1
11,27/06/2004,Domingo,Internacional,Vasco,1,3
11,27/06/2004,Domingo,Juventude,Corinthians,1,0
11,27/06/2004,Domingo,Botafogo,Fluminense,3,3
11,27/06/2004,Domingo,Palmeiras,São Paulo,2,1
11,27/06/2004,Domingo,Paysandu,Vitória,4,2
11,27/06/2004,Domingo,Goiás,São Caetano,3,2
11,27/06/2004,Domingo,Ponte Preta,Cruzeiro,1,0
11,27/06/2004,Domingo,Atlético MG,Atlético PR,0,1
12,03/07/2004,Sábado,Internacional,Criciúma,3,0
12,03/07/2004,Sábado,São Paulo,Ponte Preta,2,0
12,03/07/2004,Sábado,Atlético PR,Juventude,4,1
12,03/07/2004,Sábado,Figueirense,Vasco,2,2
12,03/07/2004,Sábado,Vitória,Goiás,0,0
12,03/07/2004,Sábado,Guarani,Atlético MG,1,1
12,03/07/2004,Sábado,Fluminense,Grêmio,2,0
12,04/07/2004,Domingo,Paraná,Palmeiras,1,2
12,04/07/2004,Domingo,São Caetano,Botafogo,1,2
12,04/07/2004,Domingo,Corinthians,Santos,2,3
12,04/07/2004,Domingo,Flamengo,Paysandu,4,1
12,04/07/2004,Domingo,Cruzeiro,Coritiba,0,3
13,06/07/2004,Terça-feira,São Paulo,Atlético MG,1,0
13,06/07/2004,Terça-feira,Goiás,Fluminense,4,0
13,06/07/2004,Terça-feira,Grêmio,Figueirense,2,2
13,06/07/2004,Terça-feira,Vasco,Vitória,3,1
13,07/07/2004,Quarta-feira,Botafogo,Internacional,5,1
13,07/07/2004,Quarta-feira,Paraná,Atlético PR,1,0
13,07/07/2004,Quarta-feira,Cruzeiro,Guarani,2,0
13,07/07/2004,Quarta-feira,Palmeiras,Juventude,4,1
13,07/07/2004,Quarta-feira,Paysandu,São Caetano,0,0
13,07/07/2004,Quarta-feira,Criciúma,Flamengo,1,1
13,07/07/2004,Quarta-feira,Ponte Preta,Santos,0,4
13,07/07/2004,Quarta-feira,Coritiba,Corinthians,1,2
14,10/07/2004,Sábado,Ponte Preta,Guarani,3,1
14,10/07/2004,Sábado,Internacional,Grêmio,2,0
14,10/07/2004,Sábado,Santos,São Paulo,2,1
14,10/07/2004,Sábado,Vitória,Botafogo,1,0
14,10/07/2004,Sábado,Flamengo,Vasco,0,1
14,10/07/2004,Sábado,Juventude,Coritiba,1,0
14,10/07/2004,Sábado,Goiás,Paysandu,3,2
14,10/07/2004,Sábado,Corinthians,Paraná,1,0
14,10/07/2004,Sábado,Atlético PR,Palmeiras,0,0
14,10/07/2004,Sábado,Figueirense,Criciúma,2,0
14,10/07/2004,Sábado,Fluminense,São Caetano,1,0
14,10/07/2004,Sábado,Atlético MG,Cruzeiro,2,0
15,13/07/2004,Terça-feira,Atlético MG,Vitória,1,1
15,13/07/2004,Terça-feira,Corinthians,Criciúma,1,0
15,13/07/2004,Terça-feira,Juventude,Fluminense,2,1
15,13/07/2004,Terça-feira,Grêmio,Cruzeiro,2,3
15,13/07/2004,Terça-feira,Guarani,Internacional,2,1
15,13/07/2004,Terça-feira,Figueirense,Paraná,0,0
15,13/07/2004,Terça-feira,Paysandu,Ponte Preta,3,0
15,13/07/2004,Terça-feira,Atlético PR,Goiás,6,0
15,13/07/2004,Terça-feira,Vasco,Coritiba,2,3
15,13/07/2004,Terça-feira,São Caetano,São Paulo,0,0
15,13/07/2004,Terça-feira,Botafogo,Palmeiras,1,1
15,13/07/2004,Terça-feira,Santos,Flamengo,2,0
16,17/07/2004,Sábado,Cruzeiro,Botafogo,3,2
16,17/07/2004,Sábado,Internacional,Atlético PR,6,0
16,17/07/2004,Sábado,Palmeiras,Grêmio,2,0
16,17/07/2004,Sábado,Vitória,Corinthians,1,1
16,17/07/2004,Sábado,Paraná,São Caetano,0,1
16,17/07/2004,Sábado,Goiás,Guarani,2,0
16,17/07/2004,Sábado,Flamengo,Juventude,0,1
16,17/07/2004,Sábado,Fluminense,Santos,1,0
16,17/07/2004,Sábado,Criciúma,Atlético MG,4,2
16,17/07/2004,Sábado,Coritiba,Paysandu,1,1
16,17/07/2004,Sábado,Ponte Preta,Vasco,3,2
16,17/07/2004,Sábado,São Paulo,Figueirense,2,1
17,20/07/2004,Terça-feira,Grêmio,Paraná,4,0
17,20/07/2004,Terça-feira,Corinthians,Internacional,0,0
17,20/07/2004,Terça-feira,Juventude,Vitória,3,2
17,20/07/2004,Terça-feira,Atlético MG,Goiás,0,2
17,20/07/2004,Terça-feira,Guarani,Flamengo,0,1
17,20/07/2004,Terça-feira,Figueirense,Coritiba,1,1
17,20/07/2004,Terça-feira,Paysandu,Palmeiras,1,0
17,20/07/2004,Terça-feira,São Caetano,Ponte Preta,0,1
17,20/07/2004,Terça-feira,Vasco,Cruzeiro,3,2
17,20/07/2004,Terça-feira,Botafogo,São Paulo,1,0
17,20/07/2004,Terça-feira,Atlético PR,Fluminense,4,1
17,20/07/2004,Terça-feira,Santos,Criciúma,5,2
18,24/07/2004,Sábado,Fluminense,Corinthians,2,0
18,24/07/2004,Sábado,Internacional,Juventude,1,2
18,24/07/2004,Sábado,São Paulo,Vasco,1,0
18,24/07/2004,Sábado,Coritiba,Botafogo,1,0
18,24/07/2004,Sábado,Criciúma,Atlético PR,4,1
18,24/07/2004,Sábado,Vitória,Guarani,3,2
18,24/07/2004,Sábado,Flamengo,Atlético MG,0,0
18,24/07/2004,Sábado,Cruzeiro,São Caetano,0,1
18,24/07/2004,Sábado,Goiás,Santos,3,3
18,24/07/2004,Sábado,Palmeiras,Figueirense,0,0
18,24/07/2004,Sábado,Ponte Preta,Grêmio,1,0
18,24/07/2004,Sábado,Paraná,Paysandu,2,0
19,28/07/2004,Quarta-feira,Botafogo,Flamengo,0,0
19,28/07/2004,Quarta-feira,Corinthians,Cruzeiro,1,0
19,28/07/2004,Quarta-feira,Atlético PR,Ponte Preta,4,0
19,28/07/2004,Quarta-feira,Grêmio,Vitória,4,0
19,28/07/2004,Quarta-feira,Paysandu,Criciúma,2,2
19,28/07/2004,Quarta-feira,Figueirense,Fluminense,2,1
19,28/07/2004,Quarta-feira,Guarani,Palmeiras,1,0
19,28/07/2004,Quarta-feira,Juventude,São Paulo,1,2
19,29/07/2004,Quinta-feira,Vasco,Goiás,3,1
19,29/07/2004,Quinta-feira,São Caetano,Internacional,2,0
19,29/07/2004,Quinta-feira,Atlético MG,Paraná,4,1
19,29/07/2004,Quinta-feira,Santos,Coritiba,4,2
20,31/07/2004,Sábado,Fluminense,Cruzeiro,0,0
20,31/07/2004,Sábado,Atlético PR,Grêmio,0,0
20,01/08/2004,Domingo,Flamengo,Palmeiras,0,1
20,01/08/2004,Domingo,Juventude,Vasco,1,1
20,01/08/2004,Domingo,Criciúma,Ponte Preta,3,1
20,01/08/2004,Domingo,Corinthians,São Caetano,2,0
20,01/08/2004,Domingo,Santos,Paysandu,6,0
20,01/08/2004,Domingo,Atlético MG,Figueirense,3,1
20,01/08/2004,Domingo,Goiás,Paraná,3,0
20,01/08/2004,Domingo,Vitória,Coritiba,2,2
20,01/08/2004,Domingo,Internacional,São Paulo,1,1
20,01/08/2004,Domingo,Guarani,Botafogo,0,2
21,04/08/2004,Quarta-feira,Ponte Preta,Fluminense,3,2
21,04/08/2004,Quarta-feira,Palmeiras,Goiás,0,3
21,04/08/2004,Quarta-feira,Figueirense,Guarani,1,1
21,04/08/2004,Quarta-feira,São Caetano,Atlético PR,0,3
21,04/08/2004,Quarta-feira,Paysandu,Atlético MG,2,1
21,04/08/2004,Quarta-feira,Paraná,Criciúma,0,3
21,04/08/2004,Quarta-feira,Vasco,Corinthians,1,3
21,04/08/2004,Quarta-feira,Coritiba,Flamengo,1,0
21,04/08/2004,Quarta-feira,Grêmio,Santos,3,1
21,05/08/2004,Quinta-feira,Botafogo,Juventude,0,1
21,05/08/2004,Quinta-feira,Cruzeiro,Internacional,2,0
21,05/08/2004,Quinta-feira,São Paulo,Vitória,2,1
22,07/08/2004,Sábado,Fluminense,Paraná,3,1
22,07/08/2004,Sábado,Santos,São Caetano,0,1
22,07/08/2004,Sábado,Goiás,Coritiba,1,2
22,07/08/2004,Sábado,Atlético MG,Grêmio,3,0
22,08/08/2004,Domingo,Flamengo,São Paulo,1,0
22,08/08/2004,Domingo,Corinthians,Botafogo,2,2
22,08/08/2004,Domingo,Internacional,Ponte Preta,1,2
22,08/08/2004,Domingo,Guarani,Paysandu,0,0
22,08/08/2004,Domingo,Juventude,Figueirense,0,0
22,08/08/2004,Domingo,VItória,Cruzeiro,3,2
22,08/08/2004,Domingo,Criciúma,Palmeiras,1,2
22,08/08/2004,Domingo,Atlético PR,Vasco,2,0
23,11/08/2004,Quarta-feira,São Paulo,Goiás,4,0
23,11/08/2004,Quarta-feira,Paraná,Internacional,1,2
23,11/08/2004,Quarta-feira,Ponte Preta,Vitória,1,0
23,11/08/2004,Quarta-feira,Gr,Guarani,1,1
23,11/08/2004,Quarta-feira,Paysandu,Juventude,0,1
23,11/08/2004,Quarta-feira,Figueirense,Corinthians,0,1
23,11/08/2004,Quarta-feira,Cruzeiro,Flamengo,2,0
23,11/08/2004,Quarta-feira,Vasco,Santos,2,3
23,12/08/2004,Quinta-feira,Botafogo,Atlético PR,1,1
23,12/08/2004,Quinta-feira,São Caetano,Atlético MG,1,1
23,12/08/2004,Quinta-feira,Coritiba,Criciúma,1,0
23,12/08/2004,Quinta-feira,Palmeiras,Fluminense,3,2
24,14/08/2004,Sábado,Internacional,Figueirense,4,0
24,14/08/2004,Sábado,Juventude,Cruzeiro,1,0
24,14/08/2004,Sábado,Flamengo,Grêmio,3,0
24,14/08/2004,Sábado,Corinthians,Ponte Preta,2,0
24,15/08/2004,Domingo,Criciúma,Vasco,1,0
24,15/08/2004,Domingo,Atlético MG,Palmeiras,1,2
24,15/08/2004,Domingo,Fluminense,Paysandu,1,1
24,15/08/2004,Domingo,Goiás,Botafogo,3,1
24,15/08/2004,Domingo,Guarani,Coritiba,0,0
24,15/08/2004,Domingo,Vitória,São Caetano,1,2
24,15/08/2004,Domingo,Santos,Paraná,5,1
24,15/08/2004,Domingo,Atlético PR,São Paulo,1,0
25,18/08/2004,Quarta-feira,Grêmio,Juventude,2,4
25,18/08/2004,Quarta-feira,Figueirense,Atlético PR,1,1
25,18/08/2004,Quarta-feira,São Caetano,Guarani,3,0
25,18/08/2004,Quarta-feira,Cruzeiro,Goiás,1,3
25,18/08/2004,Quarta-feira,Palmeiras,Internacional,3,1
25,18/08/2004,Quarta-feira,Paraná,Vitória,4,1
25,18/08/2004,Quarta-feira,Botafogo,Santos,2,0
25,18/08/2004,Quarta-feira,Paysandu,Corinthians,2,1
25,18/08/2004,Quarta-feira,Ponte Preta,Flamengo,1,0
25,19/08/2004,Quinta-feira,Coritiba,Fluminense,2,0
25,19/08/2004,Quinta-feira,Vasco,Atlético MG,3,0
25,19/08/2004,Quinta-feira,São Paulo,Criciúma,2,0
26,21/08/2004,Sábado,Flamengo,Paraná,2,1
26,21/08/2004,Sábado,Corinthians,Grêmio,1,1
26,22/08/2004,Domingo,Santos,Figueirense,4,1
26,22/08/2004,Domingo,Fluminense,São Paulo,1,0
26,22/08/2004,Domingo,Guarani,Vasco,1,1
26,22/08/2004,Domingo,Criciúma,Cruzeiro,1,2
26,22/08/2004,Domingo,Internacional,Coritiba,1,1
26,22/08/2004,Domingo,Atlético PR,Paysandu,2,0
26,22/08/2004,Domingo,Goiás,Ponte Preta,5,0
26,22/08/2004,Domingo,Juventude,São Caetano,2,2
26,22/08/2004,Domingo,Vitória,Palmeiras,2,2
26,22/08/2004,Domingo,Atlético MG,Botafogo,1,1
27,28/08/2004,Sábado,Botafogo,Criciúma,1,1
27,28/08/2004,Sábado,Paraná,Juventude,1,2
27,28/08/2004,Sábado,São Paulo,Guarani,3,3
27,28/08/2004,Sábado,Grêmio,Goiás,1,1
27,28/08/2004,Sábado,Paysandu,Internacional,2,1
27,29/08/2004,Domingo,São Caetano,Flamengo,0,1
27,29/08/2004,Domingo,Palmeiras,Corinthians,0,1
27,29/08/2004,Domingo,Vasco,Fluminense,1,1
27,29/08/2004,Domingo,Coritiba,Atlético PR,1,2
27,29/08/2004,Domingo,Figueirense,Vitória,2,1
27,29/08/2004,Domingo,Ponte Preta,Atlético MG,1,1
27,29/08/2004,Domingo,Cruzeiro,Santos,4,4
28,01/09/2004,Quarta-feira,Fluminense,Internacional,3,1
28,01/09/2004,Quarta-feira,São Paulo,Coritiba,2,3
28,01/09/2004,Quarta-feira,Cruzeiro,Paraná,1,4
28,01/09/2004,Quarta-feira,Figueirense,Goiás,3,2
28,01/09/2004,Quarta-feira,Criciúma,São Caetano,0,4
28,01/09/2004,Quarta-feira,Corinthians,Atlético MG,1,0
28,01/09/2004,Quarta-feira,Ponte Preta,Palmeiras,0,0
28,01/09/2004,Quarta-feira,Juventude,Santos,1,2
28,02/09/2004,Quinta-feira,Flamengo,Vitória,2,0
28,02/09/2004,Quinta-feira,Atlético PR,Guarani,2,0
28,02/09/2004,Quinta-feira,Paysandu,Botafogo,2,0
28,02/09/2004,Quinta-feira,Grêmio,Vasco,1,2
29,07/09/2004,Terça-feira,Vasco,Paysandu,0,1
29,07/09/2004,Terça-feira,Palmeiras,Cruzeiro,1,3
29,08/09/2004,Quarta-feira,Paraná,São Paulo,0,2
29,08/09/2004,Quarta-feira,Atlético MG,Juventude,1,1
29,08/09/2004,Quarta-feira,Goiás,Criciúma,2,1
29,08/09/2004,Quarta-feira,São Caetano,Figueirense,1,0
29,08/09/2004,Quarta-feira,Santos,Atlético PR,1,1
29,08/09/2004,Quarta-feira,Internacional,Flamengo,0,0
29,08/09/2004,Quarta-feira,Guarani,Corinthians,0,1
29,09/09/2004,Quinta-feira,Vitória,Fluminense,2,3
29,09/09/2004,Quinta-feira,Bota,Grêmio,2,1
29,09/09/2004,Quinta-feira,Coritiba,Ponte Preta,2,0
30,11/09/2004,Sábado,São Paulo,Cruzeiro,0,0
30,11/09/2004,Sábado,Vasco,São Caetano,1,2
30,11/09/2004,Sábado,Guarani,Juventude,3,1
30,11/09/2004,Sábado,Goiás,Internacional,1,0
30,12/09/2004,Domingo,Fluminense,Flamengo,2,1
30,12/09/2004,Domingo,Palmeiras,Santos,1,2
30,12/09/2004,Domingo,Figueirense,Botafogo,3,1
30,12/09/2004,Domingo,Atlético PR,Corinthians,3,1
30,12/09/2004,Domingo,Ponte Preta,Paraná,0,2
30,12/09/2004,Domingo,Vitória,Criciúma,1,0
30,12/09/2004,Domingo,Grêmio,Paysandu,1,1
30,12/09/2004,Domingo,Atlético MG,Coritiba,2,1
31,18/09/2004,Sábado,São Caetano,Grêmio,2,0
